Species name,Genus,Major group
Astragalus pseudohypogaeus,Astragalus,Angiosperm
Astragalus pseudojagnobicus,Astragalus,Angiosperm
Astragalus pseudomahoschanicus,Astragalus,Angiosperm
Astragalus pseudoroseus,Astragalus,Angiosperm
Astragalus pseudoscaberrimus,Astragalus,Angiosperm
Astragalus pseudoversicolor,Astragalus,Angiosperm
Astragalus psilosepalus,Astragalus,Angiosperm
Astragalus puberulus,Astragalus,Angiosperm
Astragalus pullus,Astragalus,Angiosperm
Astragalus purpurinus,Astragalus,Angiosperm
Astragalus qingheensis,Astragalus,Angiosperm
Astragalus qitaiensis,Astragalus,Angiosperm
Astragalus retusifoliatus,Astragalus,Angiosperm
Astragalus rhizanthus,Astragalus,Angiosperm
Astragalus rhizanthus subsp. candolleanus,Astragalus,Angiosperm
Astragalus rhizanthus subsp. rhizanthus,Astragalus,Angiosperm
Astragalus rhododendrophilus,Astragalus,Angiosperm
Astragalus rigidulus,Astragalus,Angiosperm
Astragalus roseus,Astragalus,Angiosperm
Astragalus rytidocarpus,Astragalus,Angiosperm
Astragalus sabuletorum,Astragalus,Angiosperm
Astragalus saccocalyx,Astragalus,Angiosperm
Astragalus sagastaigolensis,Astragalus,Angiosperm
Astragalus saratagius,Astragalus,Angiosperm
Astragalus satoi,Astragalus,Angiosperm
Astragalus saxorum,Astragalus,Angiosperm
Astragalus scaberrimus,Astragalus,Angiosperm
Astragalus scabrisetus,Astragalus,Angiosperm
Astragalus schanginianus,Astragalus,Angiosperm
Astragalus sciadophorus,Astragalus,Angiosperm
Astragalus scleropodius,Astragalus,Angiosperm
Astragalus scoparius,Astragalus,Angiosperm
Astragalus secretus,Astragalus,Angiosperm
Astragalus sect. Aegacantha,Astragalus,Angiosperm
Astragalus sect. Alopecias,Astragalus,Angiosperm
Astragalus sect. Ammodendron,Astragalus,Angiosperm
Astragalus sect. Ammodytes,Astragalus,Angiosperm
Astragalus sect. Ammotrophus,Astragalus,Angiosperm
Astragalus sect. Ankylotus,Astragalus,Angiosperm
Astragalus sect. Brachycarpus,Astragalus,Angiosperm
Astragalus sect. Brachycephali,Astragalus,Angiosperm
Astragalus sect. Bulimioides,Astragalus,Angiosperm
Astragalus sect. Cenantrum,Astragalus,Angiosperm
Astragalus sect. Chaetodon,Astragalus,Angiosperm
Astragalus sect. Chlorostachys,Astragalus,Angiosperm
Astragalus sect. Chrysopteri,Astragalus,Angiosperm
Astragalus sect. Coluteocarpus,Astragalus,Angiosperm
Astragalus sect. Corethrum,Astragalus,Angiosperm
Astragalus sect. Craccina,Astragalus,Angiosperm
Astragalus sect. Cycloglottis,Astragalus,Angiosperm
Astragalus sect. Cysticalyx,Astragalus,Angiosperm
Astragalus sect. Cystium,Astragalus,Angiosperm
Astragalus sect. Cytisodes,Astragalus,Angiosperm
Astragalus sect. Ebracteolati,Astragalus,Angiosperm
Astragalus sect. Eremophysa,Astragalus,Angiosperm
Astragalus sect. Erioceras,Astragalus,Angiosperm
Astragalus sect. Erionotus,Astragalus,Angiosperm
Astragalus sect. Glycyrrhizi,Astragalus,Angiosperm
Astragalus sect. Gontscharoviella,Astragalus,Angiosperm
Astragalus sect. Haematodes,Astragalus,Angiosperm
Astragalus sect. Helmia,Astragalus,Angiosperm
Astragalus sect. Hemiphragmium,Astragalus,Angiosperm
Astragalus sect. Heterodontus,Astragalus,Angiosperm
Astragalus sect. Hookeriani,Astragalus,Angiosperm
Astragalus sect. Hypsophili,Astragalus,Angiosperm
Astragalus sect. Irinaea,Astragalus,Angiosperm
Astragalus sect. Komaroviella,Astragalus,Angiosperm
Astragalus sect. Laguropsis,Astragalus,Angiosperm
Astragalus sect. Leucophysa,Astragalus,Angiosperm
Astragalus sect. Lithoon,Astragalus,Angiosperm
Astragalus sect. Lithophili,Astragalus,Angiosperm
Astragalus sect. Lotidium,Astragalus,Angiosperm
Astragalus sect. Melilotopsis,Astragalus,Angiosperm
Astragalus sect. Myobroma,Astragalus,Angiosperm
Astragalus sect. Nuculiella,Astragalus,Angiosperm
Astragalus sect. Onobrychides,Astragalus,Angiosperm
Astragalus sect. Onycholobium,Astragalus,Angiosperm
Astragalus sect. Ophiocarpus,Astragalus,Angiosperm
Astragalus sect. Ornithopodium,Astragalus,Angiosperm
Astragalus sect. Oroboidei,Astragalus,Angiosperm
Astragalus sect. Oxyglottis,Astragalus,Angiosperm
Astragalus sect. Paracystium,Astragalus,Angiosperm
Astragalus sect. Pelta,Astragalus,Angiosperm
Astragalus sect. Podochreati,Astragalus,Angiosperm
Astragalus sect. Poliothrix,Astragalus,Angiosperm
Astragalus sect. Pseudosesbanella,Astragalus,Angiosperm
Astragalus sect. Pseudotapinodes,Astragalus,Angiosperm
Astragalus sect. Skythropos,Astragalus,Angiosperm
Astragalus sect. Tanythrix,Astragalus,Angiosperm
Astragalus sect. Trachycercis,Astragalus,Angiosperm
Astragalus sect. Uliginosi,Astragalus,Angiosperm
Astragalus sect. Xiphidium,Astragalus,Angiosperm
Astragalus sedaensis,Astragalus,Angiosperm
Astragalus semicircularis,Astragalus,Angiosperm
Astragalus sesamoides,Astragalus,Angiosperm
Astragalus shadiensis,Astragalus,Angiosperm
Astragalus sichuanensis,Astragalus,Angiosperm
Astragalus sieversianus,Astragalus,Angiosperm
Astragalus sikkimensis,Astragalus,Angiosperm
Astragalus sinicus,Astragalus,Angiosperm
Astragalus sinkiangensis,Astragalus,Angiosperm
Astragalus skythropos,Astragalus,Angiosperm
Astragalus smithianus,Astragalus,Angiosperm
Astragalus sogotensis,Astragalus,Angiosperm
Astragalus souliei,Astragalus,Angiosperm
Astragalus sphaerocystis,Astragalus,Angiosperm
Astragalus sphaerophysa,Astragalus,Angiosperm
Astragalus stalinskyi,Astragalus,Angiosperm
Astragalus steinbergianus,Astragalus,Angiosperm
Astragalus stenoceras,Astragalus,Angiosperm
Astragalus stipulatus,Astragalus,Angiosperm
Astragalus strictus,Astragalus,Angiosperm
Astragalus sulcatus,Astragalus,Angiosperm
Astragalus sungpanensis,Astragalus,Angiosperm
Astragalus supralaevis,Astragalus,Angiosperm
Astragalus sutchuenensis,Astragalus,Angiosperm
Astragalus taipaishanensis,Astragalus,Angiosperm
Astragalus taiyuanensis,Astragalus,Angiosperm
Astragalus taldicensis,Astragalus,Angiosperm
Astragalus tecti-mundi,Astragalus,Angiosperm
Astragalus tecti-mundi subsp. orientalis,Astragalus,Angiosperm
Astragalus tecti-mundi subsp. tecti-mundi,Astragalus,Angiosperm
Astragalus tekesensis,Astragalus,Angiosperm
Astragalus tenuis,Astragalus,Angiosperm
Astragalus tesquorum,Astragalus,Angiosperm
Astragalus testiculatus,Astragalus,Angiosperm
Astragalus thomsonii,Astragalus,Angiosperm
Astragalus tibetanus,Astragalus,Angiosperm
Astragalus tibeticola,Astragalus,Angiosperm
Astragalus toksunensis,Astragalus,Angiosperm
Astragalus tongolensis,Astragalus,Angiosperm
Astragalus transecticola,Astragalus,Angiosperm
Astragalus tribuloides,Astragalus,Angiosperm
Astragalus trijugus,Astragalus,Angiosperm
Astragalus tsangpoensis,Astragalus,Angiosperm
Astragalus tulinovii,Astragalus,Angiosperm
Astragalus tumbatsicus,Astragalus,Angiosperm
Astragalus tungensis,Astragalus,Angiosperm
Astragalus tyttocarpus,Astragalus,Angiosperm
Astragalus uliginosus,Astragalus,Angiosperm
Astragalus unijugus,Astragalus,Angiosperm
Astragalus urunguensis,Astragalus,Angiosperm
Astragalus vaginatus,Astragalus,Angiosperm
Astragalus valerii,Astragalus,Angiosperm
Astragalus vallestris,Astragalus,Angiosperm
Astragalus variabilis,Astragalus,Angiosperm
Astragalus vescus,Astragalus,Angiosperm
Astragalus vicarius,Astragalus,Angiosperm
Astragalus visibilis,Astragalus,Angiosperm
Astragalus vladimirii-komarovii,Astragalus,Angiosperm
Astragalus vulpinus,Astragalus,Angiosperm
Astragalus webbianus,Astragalus,Angiosperm
Astragalus weixinensis,Astragalus,Angiosperm
Astragalus wenquanensis,Astragalus,Angiosperm
Astragalus wolungensis,Astragalus,Angiosperm
Astragalus wulumuquianus,Astragalus,Angiosperm
Astragalus wushanicus,Astragalus,Angiosperm
Astragalus xanthotrichos,Astragalus,Angiosperm
Astragalus xitaibaicus,Astragalus,Angiosperm
Astragalus yanerwoensis,Astragalus,Angiosperm
Astragalus yangchangii,Astragalus,Angiosperm
Astragalus yangii,Astragalus,Angiosperm
Astragalus yangtzeanus,Astragalus,Angiosperm
Astragalus yechengensis,Astragalus,Angiosperm
Astragalus yumenensis,Astragalus,Angiosperm
Astragalus yunnanensis,Astragalus,Angiosperm
Astragalus yunnanensis subsp. incanus,Astragalus,Angiosperm
Astragalus yunnanensis subsp. yunnanensis,Astragalus,Angiosperm
Astragalus yunningensis,Astragalus,Angiosperm
Astragalus yutianensis,Astragalus,Angiosperm
Astragalus zacharensis,Astragalus,Angiosperm
Astragalus zadaensis,Astragalus,Angiosperm
Astragalus zaissanensis,Astragalus,Angiosperm
Astragalus zayuensis,Astragalus,Angiosperm
Astragalus zhouquinus,Astragalus,Angiosperm
Campylotropis alba,Campylotropis,Angiosperm
Campylotropis alopochroa,Campylotropis,Angiosperm
Campylotropis argentea,Campylotropis,Angiosperm
Campylotropis bonii var. stipellata,Campylotropis,Angiosperm
Campylotropis brevifolia,Campylotropis,Angiosperm
Campylotropis capillipes,Campylotropis,Angiosperm
Campylotropis capillipes subsp. capillipes,Campylotropis,Angiosperm
Campylotropis capillipes subsp. prainii,Campylotropis,Angiosperm
Campylotropis cytisoides,Campylotropis,Angiosperm
Campylotropis decora,Campylotropis,Angiosperm
Campylotropis delavayi,Campylotropis,Angiosperm
Campylotropis diversifolia,Campylotropis,Angiosperm
Campylotropis fulva,Campylotropis,Angiosperm
Campylotropis grandifolia,Campylotropis,Angiosperm
Campylotropis harmsii,Campylotropis,Angiosperm
Campylotropis henryi,Campylotropis,Angiosperm
Campylotropis hirtella,Campylotropis,Angiosperm
Campylotropis howellii,Campylotropis,Angiosperm
Campylotropis latifolia,Campylotropis,Angiosperm
Campylotropis luhitensis,Campylotropis,Angiosperm
Campylotropis macrocarpa,Campylotropis,Angiosperm
Campylotropis macrocarpa var. hupehensis,Campylotropis,Angiosperm
Campylotropis macrocarpa var. macrocarpa,Campylotropis,Angiosperm
Campylotropis pauciflora,Campylotropis,Angiosperm
Campylotropis pinetorum,Campylotropis,Angiosperm
Campylotropis pinetorum subsp. albopubescens,Campylotropis,Angiosperm
Campylotropis pinetorum subsp. velutina,Campylotropis,Angiosperm
Campylotropis polyantha,Campylotropis,Angiosperm
Campylotropis polyantha var. neglecta,Campylotropis,Angiosperm
Campylotropis polyantha var. polyantha,Campylotropis,Angiosperm
Campylotropis sargentiana,Campylotropis,Angiosperm
Campylotropis speciosa subsp. eriocarpa,Campylotropis,Angiosperm
Campylotropis sulcata,Campylotropis,Angiosperm
Campylotropis tenuiramea,Campylotropis,Angiosperm
Campylotropis teretiracemosa,Campylotropis,Angiosperm
Campylotropis thomsonii,Campylotropis,Angiosperm
Campylotropis trigonoclada,Campylotropis,Angiosperm
Campylotropis trigonoclada var. bonatiana,Campylotropis,Angiosperm
Campylotropis trigonoclada var. trigonoclada,Campylotropis,Angiosperm
Campylotropis wenshanica,Campylotropis,Angiosperm
Campylotropis wilsonii,Campylotropis,Angiosperm
Campylotropis yunnanensis,Campylotropis,Angiosperm
Campylotropis yunnanensis subsp. filipes,Campylotropis,Angiosperm
Campylotropis yunnanensis subsp. yunnanensis,Campylotropis,Angiosperm
Lespedeza bicolor,Lespedeza,Angiosperm
Lespedeza buergeri,Lespedeza,Angiosperm
Lespedeza caraganae,Lespedeza,Angiosperm
Lespedeza chinensis,Lespedeza,Angiosperm
Lespedeza cuneata,Lespedeza,Angiosperm
Lespedeza cyrtobotrya,Lespedeza,Angiosperm
Lespedeza davidii,Lespedeza,Angiosperm
Lespedeza davurica,Lespedeza,Angiosperm
Lespedeza dunnii,Lespedeza,Angiosperm
Lespedeza fasciculiflora,Lespedeza,Angiosperm
Lespedeza fasciculiflora var. fasciculiflora,Lespedeza,Angiosperm
Lespedeza fasciculiflora var. hengduanshanensis,Lespedeza,Angiosperm
Lespedeza floribunda,Lespedeza,Angiosperm
Lespedeza fordii,Lespedeza,Angiosperm
Lespedeza forrestii,Lespedeza,Angiosperm
Lespedeza gerardiana,Lespedeza,Angiosperm
Lespedeza hispida,Lespedeza,Angiosperm
Lespedeza inschanica,Lespedeza,Angiosperm
Lespedeza juncea,Lespedeza,Angiosperm
Lespedeza lichiyuniae,Lespedeza,Angiosperm
Lespedeza maximowiczii,Lespedeza,Angiosperm
Lespedeza mucronata,Lespedeza,Angiosperm
Lespedeza pilosa,Lespedeza,Angiosperm
Lespedeza potaninii,Lespedeza,Angiosperm
Lespedeza thunbergii,Lespedeza,Angiosperm
Lespedeza thunbergii subsp. elliptica,Lespedeza,Angiosperm
Lespedeza thunbergii subsp. formosa,Lespedeza,Angiosperm
Lespedeza thunbergii subsp. thunbergii,Lespedeza,Angiosperm
Lespedeza tomentosa,Lespedeza,Angiosperm
Lespedeza virgata,Lespedeza,Angiosperm
Lespedeza virgata var. macrovirgata,Lespedeza,Angiosperm
Lespedeza virgata var. virgata,Lespedeza,Angiosperm
Asparagus acicularis,Asparagus,Angiosperm
Asparagus angulofractus,Asparagus,Angiosperm
Asparagus brachyphyllus,Asparagus,Angiosperm
Asparagus breslerianus,Asparagus,Angiosperm
Asparagus cochinchinensis,Asparagus,Angiosperm
Asparagus dauricus,Asparagus,Angiosperm
Asparagus densiflorus,Asparagus,Angiosperm
Asparagus filicinus,Asparagus,Angiosperm
Asparagus gobicus,Asparagus,Angiosperm
Asparagus kansuensis,Asparagus,Angiosperm
Asparagus longiflorus,Asparagus,Angiosperm
Asparagus lycopodineus,Asparagus,Angiosperm
Asparagus mairei,Asparagus,Angiosperm
Asparagus meioclados,Asparagus,Angiosperm
Asparagus munitus,Asparagus,Angiosperm
Asparagus myriacanthus,Asparagus,Angiosperm
Asparagus neglectus,Asparagus,Angiosperm
Asparagus officinalis,Asparagus,Angiosperm
Asparagus oligoclonos,Asparagus,Angiosperm
Asparagus przewalskyi,Asparagus,Angiosperm
Asparagus racemosus,Asparagus,Angiosperm
Asparagus schoberioides,Asparagus,Angiosperm
Asparagus setaceus,Asparagus,Angiosperm
Asparagus sichuanicus,Asparagus,Angiosperm
Asparagus subscandens,Asparagus,Angiosperm
Asparagus taliensis,Asparagus,Angiosperm
Asparagus tibeticus,Asparagus,Angiosperm
Asparagus trichoclados,Asparagus,Angiosperm
Asparagus trichophyllus,Asparagus,Angiosperm
Asparagus yanbianensis,Asparagus,Angiosperm
Asparagus yanyuanensis,Asparagus,Angiosperm
Pistacia chinensis,Pistacia,Angiosperm
Pistacia weinmanniifolia,Pistacia,Angiosperm
Fargesia acuticontracta,Fargesia,Angiosperm
Fargesia adpressa,Fargesia,Angiosperm
Fargesia albocerea,Fargesia,Angiosperm
Fargesia altior,Fargesia,Angiosperm
Fargesia angustissima,Fargesia,Angiosperm
Fargesia brevipes,Fargesia,Angiosperm
Fargesia brevissima,Fargesia,Angiosperm
Fargesia caduca,Fargesia,Angiosperm
Fargesia canaliculata,Fargesia,Angiosperm
Fargesia circinata,Fargesia,Angiosperm
Fargesia communis,Fargesia,Angiosperm
Fargesia concinna,Fargesia,Angiosperm
Fargesia conferta,Fargesia,Angiosperm
Fargesia contracta,Fargesia,Angiosperm
Fargesia cuspidata,Fargesia,Angiosperm
Fargesia daminiu,Fargesia,Angiosperm
Fargesia declivis,Fargesia,Angiosperm
Fargesia decurvata,Fargesia,Angiosperm
Fargesia denudata,Fargesia,Angiosperm
Fargesia dracocephala,Fargesia,Angiosperm
Fargesia dulcicula,Fargesia,Angiosperm
Fargesia dura,Fargesia,Angiosperm
Fargesia edulis,Fargesia,Angiosperm
Fargesia elegans,Fargesia,Angiosperm
Fargesia emaculata,Fargesia,Angiosperm
Fargesia exposita,Fargesia,Angiosperm
Fargesia extensa,Fargesia,Angiosperm
Fargesia farcta,Fargesia,Angiosperm
Fargesia ferax,Fargesia,Angiosperm
Fargesia frigidis,Fargesia,Angiosperm
Fargesia fungosa,Fargesia,Angiosperm
Fargesia funiushanensis,Fargesia,Angiosperm
Fargesia glabrifolia,Fargesia,Angiosperm
Fargesia gongshanensis,Fargesia,Angiosperm
Fargesia grossa,Fargesia,Angiosperm
Fargesia hainanensis,Fargesia,Angiosperm
Fargesia hsuehiana,Fargesia,Angiosperm
Fargesia huizensis,Fargesia,Angiosperm
Fargesia hygrophila,Fargesia,Angiosperm
Fargesia jiulongensis,Fargesia,Angiosperm
Fargesia lincangensis,Fargesia,Angiosperm
Fargesia longiuscula,Fargesia,Angiosperm
Fargesia lushuiensis,Fargesia,Angiosperm
Fargesia macclureana,Fargesia,Angiosperm
Fargesia mairei,Fargesia,Angiosperm
Fargesia mali,Fargesia,Angiosperm
Fargesia melanostachys,Fargesia,Angiosperm
Fargesia murielae,Fargesia,Angiosperm
Fargesia nitida,Fargesia,Angiosperm
Fargesia obliqua,Fargesia,Angiosperm
Fargesia orbiculata,Fargesia,Angiosperm
Fargesia papyrifera,Fargesia,Angiosperm
Fargesia pauciflora,Fargesia,Angiosperm
Fargesia perlonga,Fargesia,Angiosperm
Fargesia pleniculmis,Fargesia,Angiosperm
Fargesia plurisetosa,Fargesia,Angiosperm
Fargesia porphyrea,Fargesia,Angiosperm
Fargesia praecipua,Fargesia,Angiosperm
Fargesia qinlingensis,Fargesia,Angiosperm
Fargesia robusta,Fargesia,Angiosperm
Fargesia rufa,Fargesia,Angiosperm
Fargesia sagittatinea,Fargesia,Angiosperm
Fargesia scabrida,Fargesia,Angiosperm
Fargesia semicoriacea,Fargesia,Angiosperm
Fargesia similaris,Fargesia,Angiosperm
Fargesia solida,Fargesia,Angiosperm
Fargesia spathacea,Fargesia,Angiosperm
Fargesia stenoclada,Fargesia,Angiosperm
Fargesia strigosa,Fargesia,Angiosperm
Fargesia subflexuosa,Fargesia,Angiosperm
Fargesia sylvestris,Fargesia,Angiosperm
Fargesia tenuilignea,Fargesia,Angiosperm
Fargesia ungulata,Fargesia,Angiosperm
Fargesia utilis,Fargesia,Angiosperm
Fargesia vicina,Fargesia,Angiosperm
Fargesia wuliangshanensis,Fargesia,Angiosperm
Fargesia yajiangensis,Fargesia,Angiosperm
Fargesia yuanjiangensis,Fargesia,Angiosperm
Fargesia yulongshanensis,Fargesia,Angiosperm
Fargesia yunnanensis,Fargesia,Angiosperm
Fargesia zayuensis,Fargesia,Angiosperm
Carex adrienii,Carex,Angiosperm
Carex aequialta,Carex,Angiosperm
Carex agglomerata,Carex,Angiosperm
Carex alajica,Carex,Angiosperm
Carex alba,Carex,Angiosperm
Carex alliiformis,Carex,Angiosperm
Carex alopecuroides,Carex,Angiosperm
Carex alta,Carex,Angiosperm
Carex altaica,Carex,Angiosperm
Carex amgunensis,Carex,Angiosperm
Carex angarae,Carex,Angiosperm
Carex angustiutricula,Carex,Angiosperm
Carex anningensis,Carex,Angiosperm
Carex anomoea,Carex,Angiosperm
Carex aperta,Carex,Angiosperm
Carex aphanolepis,Carex,Angiosperm
Carex appendiculata,Carex,Angiosperm
Carex appendiculata var. appendiculata,Carex,Angiosperm
Carex appendiculata var. sacculiformis,Carex,Angiosperm
Carex arcatica,Carex,Angiosperm
Carex argunensis,Carex,Angiosperm
Carex argyi,Carex,Angiosperm
Carex aridula,Carex,Angiosperm
Carex arisanensis,Carex,Angiosperm
Carex arisanensis subsp. arisanensis,Carex,Angiosperm
Carex arisanensis subsp. ruianensis,Carex,Angiosperm
Carex aristatisquamata,Carex,Angiosperm
Carex aristulifera,Carex,Angiosperm
Carex arnellii,Carex,Angiosperm
Carex ascotreta,Carex,Angiosperm
Carex asperifructus,Carex,Angiosperm
Carex atrata,Carex,Angiosperm
Carex atrata subsp. aterrima,Carex,Angiosperm
Carex atrata subsp. atrata,Carex,Angiosperm
Carex atrata subsp. longistolonifera,Carex,Angiosperm
Carex atrata subsp. pullata,Carex,Angiosperm
Carex atrofusca subsp. minor,Carex,Angiosperm
Carex atrofuscoides,Carex,Angiosperm
Carex augustinowiczii,Carex,Angiosperm
Carex austro-occidentalis,Carex,Angiosperm
Carex austrosinensis,Carex,Angiosperm
Carex austrozhejiangensis,Carex,Angiosperm
Carex autumnalis,Carex,Angiosperm
Carex baccans,Carex,Angiosperm
Carex baimaensis,Carex,Angiosperm
Carex baiposhanensis,Carex,Angiosperm
Carex baohuashanica,Carex,Angiosperm
Carex basilata,Carex,Angiosperm
Carex benkei,Carex,Angiosperm
Carex bijiangensis,Carex,Angiosperm
Carex bilateralis,Carex,Angiosperm
Carex blinii,Carex,Angiosperm
Carex blinii subsp. blinii,Carex,Angiosperm
Carex blinii subsp. shanghaiensis,Carex,Angiosperm
Carex bodinieri,Carex,Angiosperm
Carex bohemica,Carex,Angiosperm
Carex borealihinganica,Carex,Angiosperm
Carex bostrychostigma,Carex,Angiosperm
Carex brachyathera,Carex,Angiosperm
Carex breviaristata,Carex,Angiosperm
Carex breviculmis,Carex,Angiosperm
Carex breviculmis var. breviculmis,Carex,Angiosperm
Carex breviculmis var. fibrillosa,Carex,Angiosperm
Carex brevicuspis,Carex,Angiosperm
Carex brevicuspis var. basiflora,Carex,Angiosperm
Carex brevicuspis var. brevicuspis,Carex,Angiosperm
Carex breviscapa,Carex,Angiosperm
Carex brownii,Carex,Angiosperm
Carex brunnea,Carex,Angiosperm
Carex burttii,Carex,Angiosperm
Carex caespititia,Carex,Angiosperm
Carex caespitosa,Carex,Angiosperm
Carex calcicola,Carex,Angiosperm
Carex callitrichos,Carex,Angiosperm
Carex callitrichos var. callitrichos,Carex,Angiosperm
Carex callitrichos var. nana,Carex,Angiosperm
Carex canaliculata,Carex,Angiosperm
Carex canescens,Carex,Angiosperm
Carex capillacea,Carex,Angiosperm
Carex capillaris,Carex,Angiosperm
Carex capilliculmis,Carex,Angiosperm
Carex capilliformis,Carex,Angiosperm
Carex capricornis,Carex,Angiosperm
Carex cardiolepis,Carex,Angiosperm
Carex caucasica,Carex,Angiosperm
Carex caucasica subsp. caucasica,Carex,Angiosperm
Carex caucasica subsp. jisaburo-ohwiana,Carex,Angiosperm
Carex caudispicata,Carex,Angiosperm
Carex changmuensis,Carex,Angiosperm
Carex chaofangii,Carex,Angiosperm
Carex cheniana,Carex,Angiosperm
Carex chinensis,Carex,Angiosperm
Carex chinensis var. chinensis,Carex,Angiosperm
Carex chinensis var. longkiensis,Carex,Angiosperm
Carex chinganensis,Carex,Angiosperm
Carex chiwuana,Carex,Angiosperm
Carex chlorocephalula,Carex,Angiosperm
Carex chlorostachys,Carex,Angiosperm
Carex chlorostachys var. chlorostachys,Carex,Angiosperm
Carex chlorostachys var. conferta,Carex,Angiosperm
Carex chrysolepis,Carex,Angiosperm
Carex chuana,Carex,Angiosperm
Carex chui,Carex,Angiosperm
Carex chungii,Carex,Angiosperm
Carex chungii var. chungii,Carex,Angiosperm
Carex chungii var. rigida,Carex,Angiosperm
Carex cinerascens,Carex,Angiosperm
Carex commixta,Carex,Angiosperm
Carex composita,Carex,Angiosperm
Carex confertiflora,Carex,Angiosperm
Carex continua,Carex,Angiosperm
Carex coriophora,Carex,Angiosperm
Carex coriophora subsp. coriophora,Carex,Angiosperm
Carex coriophora subsp. langtaodianensis,Carex,Angiosperm
Carex courtallensis,Carex,Angiosperm
Carex cranaocarpa,Carex,Angiosperm
Carex craspedotricha,Carex,Angiosperm
Carex crebra,Carex,Angiosperm
Carex cremostachys,Carex,Angiosperm
Carex cruciata,Carex,Angiosperm
Carex cruenta,Carex,Angiosperm
Carex cryptocarpa,Carex,Angiosperm
Carex cryptostachys,Carex,Angiosperm
Carex curaica,Carex,Angiosperm
Carex cylindrostachys,Carex,Angiosperm
Carex dahurica,Carex,Angiosperm
Carex dailingensis,Carex,Angiosperm
Carex damiaoshanensis,Carex,Angiosperm
Carex dapanshanica,Carex,Angiosperm
Carex davidii,Carex,Angiosperm
Carex dayuongensis,Carex,Angiosperm
Carex deciduisquama,Carex,Angiosperm
Carex delavayi,Carex,Angiosperm
Carex densicaespitosa,Carex,Angiosperm
Carex densifimbriata,Carex,Angiosperm
Carex densifimbriata var. densifimbriata,Carex,Angiosperm
Carex densifimbriata var. hirsuta,Carex,Angiosperm
Carex densipilosa,Carex,Angiosperm
Carex deqinensis,Carex,Angiosperm
Carex diandra,Carex,Angiosperm
Carex dichroa,Carex,Angiosperm
Carex dickinsii,Carex,Angiosperm
Carex dielsiana,Carex,Angiosperm
Carex dimorpholepis,Carex,Angiosperm
Carex diplodon,Carex,Angiosperm
Carex dispalata,Carex,Angiosperm
Carex disperma,Carex,Angiosperm
Carex doisutepensis,Carex,Angiosperm
Carex dolichostachya,Carex,Angiosperm
Carex dolichostachya subsp. dolichostachya,Carex,Angiosperm
Carex dolichostachya subsp. trichosperma,Carex,Angiosperm
Carex doniana,Carex,Angiosperm
Carex drepanorhyncha,Carex,Angiosperm
Carex drymophila,Carex,Angiosperm
Carex drymophila var. abbreviata,Carex,Angiosperm
Carex drymophila var. drymophila,Carex,Angiosperm
Carex duriuscula,Carex,Angiosperm
Carex duriuscula subsp. duriuscula,Carex,Angiosperm
Carex duriuscula subsp. rigescens,Carex,Angiosperm
Carex duriuscula subsp. stenophylloides,Carex,Angiosperm
Carex duthiei,Carex,Angiosperm
Carex duvaliana,Carex,Angiosperm
Carex earistata,Carex,Angiosperm
Carex echinochloiformis,Carex,Angiosperm
Carex eleusinoides,Carex,Angiosperm
Carex eminens,Carex,Angiosperm
Carex enervis,Carex,Angiosperm
Carex ensifolia,Carex,Angiosperm
Carex ereica,Carex,Angiosperm
Carex eremopyroides,Carex,Angiosperm
Carex eriophylla,Carex,Angiosperm
Carex erythrobasis,Carex,Angiosperm
Carex esquiroliana,Carex,Angiosperm
Carex fargesii,Carex,Angiosperm
Carex fastigiata,Carex,Angiosperm
Carex fedia,Carex,Angiosperm
Carex filicina,Carex,Angiosperm
Carex filipedunculata,Carex,Angiosperm
Carex filipes,Carex,Angiosperm
Carex filipes var. filipes,Carex,Angiosperm
Carex filipes var. oligostachys,Carex,Angiosperm
Carex finitima,Carex,Angiosperm
Carex finitima var. attenuata,Carex,Angiosperm
Carex finitima var. finitima,Carex,Angiosperm
Carex fluviatilis,Carex,Angiosperm
Carex foraminata,Carex,Angiosperm
Carex foraminatiformis,Carex,Angiosperm
Carex forficula,Carex,Angiosperm
Carex forrestii,Carex,Angiosperm
Carex fulvorubescens,Carex,Angiosperm
Carex fulvorubescens subsp. fulvorubescens,Carex,Angiosperm
Carex fulvorubescens subsp. longistipes,Carex,Angiosperm
Carex funhuangshanica,Carex,Angiosperm
Carex funingensis,Carex,Angiosperm
Carex gentilis,Carex,Angiosperm
Carex gentilis var. gentilis,Carex,Angiosperm
Carex gentilis var. intermedia,Carex,Angiosperm
Carex gentilis var. macrocarpa,Carex,Angiosperm
Carex gentilis var. nakaharae,Carex,Angiosperm
Carex gibba,Carex,Angiosperm
Carex giraldiana,Carex,Angiosperm
Carex glabrescens,Carex,Angiosperm
Carex glauciformis,Carex,Angiosperm
Carex globistylosa,Carex,Angiosperm
Carex globularis,Carex,Angiosperm
Carex glossostigma,Carex,Angiosperm
Carex gmelinii,Carex,Angiosperm
Carex goligongshanensis,Carex,Angiosperm
Carex gonggaensis,Carex,Angiosperm
Carex gongshanensis,Carex,Angiosperm
Carex gotoi,Carex,Angiosperm
Carex grallatoria var. heteroclita,Carex,Angiosperm
Carex graminiculmis,Carex,Angiosperm
Carex grandiligulata,Carex,Angiosperm
Carex gynocrates,Carex,Angiosperm
Carex haematostoma,Carex,Angiosperm
Carex hancockiana,Carex,Angiosperm
